Entity,Code,Year,SF₆ gases (tonnes),PFC gases (tonnes),HFC gases (tonnes),Nitrous oxide (N₂O) (tonnes),Methane (CH₄) (tonnes),Carbon Dioxide (CO₂) (tonnes)
Armenia,ARM,2005,0,0,332200,583460.2999999999,2960230,4352729
Armenia,ARM,2006,,,,627774.8,3084150,4382065
Armenia,ARM,2007,,,,662439,3105730,5064127
Armenia,ARM,2008,0,0,469600,731348.8999999999,3234910,5559172
Armenia,ARM,2009,,,,844712.8,3250450,4360063
Armenia,ARM,2010,0,0,565000,985834.1000000001,3328720,4217050
Armenia,ARM,2011,,,,1004321.76108158,3377204.5069782496,4917447
Armenia,ARM,2012,,,,1022809.4221631599,3425678.0139564998,5694851
Armenia,ARM,2013,,,,,,5496833
Armenia,ARM,2014,,,,,,5529836
Aruba,ABW,1970,,,,1826.1976,10246.9,
Aruba,ABW,1971,,,,1826.9478,10453.099999999999,
Aruba,ABW,1972,,,,1844.8131,10657,
Aruba,ABW,1973,,,,1822.0901000000001,10855.1,
Aruba,ABW,1974,,,,1821.157,11041.5,
Aruba,ABW,1975,,,,1829.6075999999998,11219.4,
Aruba,ABW,1976,,,,2625.8457000000003,11506.9,
Aruba,ABW,1977,,,,2777.5194,11671.8,
Aruba,ABW,1978,,,,5303.201,12233.800000000001,
Aruba,ABW,1979,,,,6067.785,12485.699999999999,
Aruba,ABW,1980,,,,6170.271,12675.5,
Aruba,ABW,1981,,,,7047.013,12937,
Aruba,ABW,1982,,,,7624.574,13182,
Aruba,ABW,1983,,,,7290.487,13362.199999999999,
Aruba,ABW,1984,,,,7828.492,13648.8,
Aruba,ABW,1985,,,,8650.364,13967.599999999999,
Aruba,ABW,1986,,,,6474.66,13847.2,179683
Aruba,ABW,1987,,,,8943.996000000001,14301.7,447374
Aruba,ABW,1988,,,,11000.443000000001,14549.9,612389
Aruba,ABW,1989,,,,11871.481,14898.099999999999,649059
Aruba,ABW,1990,,,,11823.462,15176.8,1639149
Aruba,ABW,1991,,,,11862.274,15486,1683153
Aruba,ABW,1992,,,,12133.462,15898,1463133
Aruba,ABW,1993,,,,12684.115,16386.1,1595145
Aruba,ABW,1994,,,,13239.976,16876.8,1613480
Aruba,ABW,1995,,,,13292.831,17296.399999999998,1668485
Aruba,ABW,1996,,,,8335.714,16964,1690487
Aruba,ABW,1997,,,,38427.6,21518.3,1745492
Aruba,ABW,1998,,,,6535.978,17347.8,1796830
Aruba,ABW,1999,,,,5815.692999999999,17554.600000000002,1807831
Aruba,ABW,2000,,,,5468.121,18051.4,2379883
Aruba,ABW,2001,,,,5173.776,18416.699999999997,2409219
Aruba,ABW,2002,,,,5335.968,18900.9,2438555
Aruba,ABW,2003,,,,5007.275,19318.8,2563233
Aruba,ABW,2004,,,,5012.7,19803,2618238
Aruba,ABW,2005,,,,5168.971,20182.600000000002,2720914
Aruba,ABW,2006,,,,5765.411,20675.899999999998,2717247
Aruba,ABW,2007,,,,5727.219,21246.600000000002,2823590
Aruba,ABW,2008,,,,5884.513,21743.7,2658575
Aruba,ABW,2009,,,,6123.027,22246.2,2629239
Aruba,ABW,2010,,,,6361.541,22740.7,2508228
Aruba,ABW,2011,,,,6425.15641,22968.107,2500894
Aruba,ABW,2012,,,,6488.77182,23195.514,1349456
Aruba,ABW,2013,,,,,,861745
Aruba,ABW,2014,,,,,,872746
Australia,AUS,1960,,,,,,88202351
Australia,AUS,1961,,,,,,90589568
Australia,AUS,1962,,,,,,94912961
Australia,AUS,1963,,,,,,101029517
Australia,AUS,1964,,,,,,108979573
Australia,AUS,1965,,,,,,120966996
Australia,AUS,1966,,,,,,120332605
Australia,AUS,1967,,,,,,129265417
Australia,AUS,1968,,,,,,134622904
Australia,AUS,1969,,,,,,142257598
Australia,AUS,1970,,,,52432780,94290800,147618752
Australia,AUS,1971,,,,49790030,93855200,152774554
Australia,AUS,1972,,,,61266850,106378000,157486649
Australia,AUS,1973,,,,48457960,97724100,170992210
Australia,AUS,1974,,,,53544750,102739000,172356334
Australia,AUS,1975,,,,59253400,107139000,175883988
Australia,AUS,1976,,,,69355680,114340000,174244839
Australia,AUS,1977,,,,66314270.00000001,110996000,187787070
Australia,AUS,1978,,,,54317270,99816300,202015030
Australia,AUS,1979,,,,65181530,106411000,205069641
Australia,AUS,1980,,,,68823720,109630000,220746066
Australia,AUS,1981,,,,50442270,97530100,230360940
Australia,AUS,1982,,,,62563270,107729000,234119615
Australia,AUS,1983,,,,52196560,98933400,225003453
Australia,AUS,1984,,,,53159730,101429000,236594840
Australia,AUS,1985,,,,69421710,113739000,241229928
Australia,AUS,1986,,,,60232690,109178000,239964813
Australia,AUS,1987,,,,51142870,103771000,256106947
Australia,AUS,1988,,,,52741850,103628000,261145405
Australia,AUS,1989,,,,55953760,109117000,277771583
Australia,AUS,1990,385100,3875200,612500,62893420,115150000,263704971.00000003
Australia,AUS,1991,,,,67895580,120601000,261471768
Australia,AUS,1992,,,,61429600,116503000,267984360
Australia,AUS,1993,,,,57722310,112836000,277397549
Australia,AUS,1994,,,,73006550,123283000,278119948
Australia,AUS,1995,,,,57486090,112637000,281860288
Australia,AUS,1996,,,,60474800,113515000,302164467
Australia,AUS,1997,,,,64776050,118625000,305794797
Australia,AUS,1998,,,,63490480,116914000,316883805
Australia,AUS,1999,,,,70555380,121783000,325343574
Australia,AUS,2000,471200,1181400,2545700,75581410,128133000,329443280
Australia,AUS,2001,,,,81507990,136147000,324844862
Australia,AUS,2002,,,,73204020,132305000,341353696
Australia,AUS,2003,,,,69507580,125529000,336271234
Australia,AUS,2004,,,,69618870,126732000,342699485
Australia,AUS,2005,466600,847400,5145600,62283030,122172000,350172831
Australia,AUS,2006,,,,57384100,119085000,365346877
Australia,AUS,2007,,,,77306870,135612000,372090490
Australia,AUS,2008,544100,842000,6857400,57169270,122245000,385904079
Australia,AUS,2009,,,,60633520,127532000,394792887
Australia,AUS,2010,492000,567000,7992000,51461860,122574000,390861863
Australia,AUS,2011,,,,52854667.8557803,124100341.788401,391818950
Australia,AUS,2012,,,,54247475.7115607,125588193.576801,388126281
Australia,AUS,2013,,,,,,372266506
Australia,AUS,2014,,,,,,361261839
Austria,AUT,1960,,,,,,30821135
Austria,AUT,1961,,,,,,31862563
Austria,AUT,1962,,,,,,33905082
Austria,AUT,1963,,,,,,36992696
Austria,AUT,1964,,,,,,38943540
Austria,AUT,1965,,,,,,38188138
Austria,AUT,1966,,,,,,39258902
Austria,AUT,1967,,,,,,39966633
Austria,AUT,1968,,,,,,42350183
Austria,AUT,1969,,,,,,44693396
Austria,AUT,1970,,,,5857543,9022210,50692608
Austria,AUT,1971,,,,6101203,8936100,52155741
Austria,AUT,1972,,,,6169651,8915630,56193108
Austria,AUT,1973,,,,6471684,9092980,60164469
Austria,AUT,1974,,,,6587159,9242430,57469224
Austria,AUT,1975,,,,6485355,9225310,54392611
Austria,AUT,1976,,,,6620205,9256600,58415310
Austria,AUT,1977,,,,6733479,9379330,56218777
Austria,AUT,1978,,,,6803136,9412630,57483892
Austria,AUT,1979,,,,6837763,9606650,61594599
Austria,AUT,1980,,,,6835531,9714190,52306088
Austria,AUT,1981,,,,6718196,9733110,56130769
Austria,AUT,1982,,,,6314483,9873120,53868230
Austria,AUT,1983,,,,6281902,9909950,51983392
Austria,AUT,1984,,,,6255583,10102800,54550292
Austria,AUT,1985,,,,5980675,10297300,54700639
Austria,AUT,1986,,,,5759862,10245400,54080916
Austria,AUT,1987,,,,5446049,10168700,57744249
Austria,AUT,1988,,,,5740580,10346800,53340182
Austria,AUT,1989,,,,5330233,10158800,54117586
Austria,AUT,1990,411200,995700,30900,5312656,10029300,57685577
Austria,AUT,1991,,,,5320189,10039800,61605600
Austria,AUT,1992,,,,6637317,9884560,56658817
Austria,AUT,1993,,,,6802733,9936150,57102524
Austria,AUT,1994,,,,6763828,9627200,57054853
Austria,AUT,1995,,,,6540349,9560780,59783101
Austria,AUT,1996,,,,5222632,9454040,63178743
Austria,AUT,1997,,,,5143458,9247570,62658029
Austria,AUT,1998,,,,5229452,9154760,63662787
Austria,AUT,1999,,,,5347500,9106530,61869624
Austria,AUT,2000,294400,106700,1018400,5310548,8984800,62283995
Austria,AUT,2001,,,,4730972,8892310,65888656
Austria,AUT,2002,,,,4631121,8792200,67073096.99999999
Austria,AUT,2003,,,,4674521,8704100,72195896
Austria,AUT,2004,,,,4127743.0000000005,8571020,72390247
Austria,AUT,2005,169000,159300,1891200,4102540,8456510,74216413
Austria,AUT,2006,,,,4074299,8432230,72162893
Austria,AUT,2007,,,,4014438,8384120.000000001,69735339
Austria,AUT,2008,196400,197100,2468900,4034309,8304940.000000001,69027608
Austria,AUT,2009,,,,3760796,8266990,62731369
Austria,AUT,2010,183000,236000,2835000,3758657,8391490,67502136
Austria,AUT,2011,,,,3775370.31832837,8137708.27194901,65019577
Austria,AUT,2012,,,,3789944.6366567397,8006813.54389801,62272994
Austria,AUT,2013,,,,,,62485680
Austria,AUT,2014,,,,,,58712337
Azerbaijan,AZE,1970,,,,1857699.8,6397680,
Azerbaijan,AZE,1971,,,,1951800.3,6584080,
Azerbaijan,AZE,1972,,,,2001480.9,6796620,
Azerbaijan,AZE,1973,,,,2099068.9000000004,7016630,
Azerbaijan,AZE,1974,,,,2174764.7,7342000,
Azerbaijan,AZE,1975,,,,2290602.4000000004,7682020,
Azerbaijan,AZE,1976,,,,2269472.8,7925100,
Azerbaijan,AZE,1977,,,,2329002.1,8129770,
Azerbaijan,AZE,1978,,,,2346576,8380820,
Azerbaijan,AZE,1979,,,,2367073.1999999997,8611200,
Azerbaijan,AZE,1980,,,,2421146.5,8835250,
Azerbaijan,AZE,1981,,,,2427749.5,9008950,
Azerbaijan,AZE,1982,,,,2441925.8,9255250,
Azerbaijan,AZE,1983,,,,2534845.2,9554460,
Azerbaijan,AZE,1984,,,,2591423.3,9915830,
Azerbaijan,AZE,1985,,,,2640133.6,10274800,
Azerbaijan,AZE,1986,,,,2707081.2,10683400,
Azerbaijan,AZE,1987,,,,2732746.0999999996,11020600,
Azerbaijan,AZE,1988,,,,2700955.5999999996,11206400,
Azerbaijan,AZE,1989,,,,2623127,11350300,
Azerbaijan,AZE,1990,0,175600,0,2665814,11458500,
Azerbaijan,AZE,1991,,,,2614245.5,11045700,
Azerbaijan,AZE,1992,,,,2232917.6,10495100,56240779
Azerbaijan,AZE,1993,,,,2026823.4,9898540,48452071
Azerbaijan,AZE,1994,,,,1930215,9473400,41976149
Azerbaijan,AZE,1995,,,,1854522.3,9117490,33333030
Azerbaijan,AZE,1996,,,,1794090.9,8898350,31257508
Azerbaijan,AZE,1997,,,,1873401.3,8875620,29809043
Azerbaijan,AZE,1998,,,,1893414.9,9117410,31675546
Azerbaijan,AZE,1999,,,,1983407.9,9700050,28576931
Azerbaijan,AZE,2000,0,32800,8500,2029898.6,9954630,29508349
Azerbaijan,AZE,2001,,,,2153861.4,10274200,28771282
Azerbaijan,AZE,2002,,,,2273664,10584200,29614692
Azerbaijan,AZE,2003,,,,2424367.4,11059900,30615783
Azerbaijan,AZE,2004,,,,2444948.3,11330600,32089917
Azerbaijan,AZE,2005,0,209700,55400,2555320.7,12102300,34337788
Azerbaijan,AZE,2006,,,,2488177.8,13077100,39167227
Azerbaijan,AZE,2007,,,,2546867,14806800,30509440
Azerbaijan,AZE,2008,0,262200,73100,2622751.9000000004,16945900,35503894
Azerbaijan,AZE,2009,,,,2674208.8,17922200,31902900
Azerbaijan,AZE,2010,0,197000,86000,2646581.6,18400500,30678122
Azerbaijan,AZE,2011,,,,2659574.91912702,19177907.7680571,33446707.000000004
Azerbaijan,AZE,2012,,,,2672568.23825405,19955363.536114298,35555232
Azerbaijan,AZE,2013,,,,,,35643240
Azerbaijan,AZE,2014,,,,,,37487741
Bahamas,BHS,1960,,,,,,410704
Bahamas,BHS,1961,,,,,,546383
Bahamas,BHS,1962,,,,,,726066
Bahamas,BHS,1963,,,,,,707731
Bahamas,BHS,1964,,,,,,1085432
Bahamas,BHS,1965,,,,,,1316453
Bahamas,BHS,1966,,,,,,1092766
Bahamas,BHS,1967,,,,,,1705155
Bahamas,BHS,1968,,,,,,1631815
Bahamas,BHS,1969,,,,,,1745492
Bahamas,BHS,1970,,,,41180.4,93618.2,2574234
Bahamas,BHS,1971,,,,41259.76,99257.90000000001,6732612
Bahamas,BHS,1972,,,,43386.98,103132,6490590
Bahamas,BHS,1973,,,,47562.99,107454,7873049
Bahamas,BHS,1974,,,,40902.64,103173,7389005
Bahamas,BHS,1975,,,,49751.590000000004,106266,8254416.999999999
Bahamas,BHS,1976,,,,51123.649999999994,103646,6464921
Bahamas,BHS,1977,,,,53323.41,114557,9717550
Bahamas,BHS,1978,,,,56183.47,107247,6607934
Bahamas,BHS,1979,,,,51561.68,108112,6930630
Bahamas,BHS,1980,,,,59455.52,112649,7990393
Bahamas,BHS,1981,,,,67172.04,119430,2801588
Bahamas,BHS,1982,,,,65739.22,120161,2262539
Bahamas,BHS,1983,,,,56019.170000000006,120313,2016850
Bahamas,BHS,1984,,,,58665.329999999994,121977,1855502
Bahamas,BHS,1985,,,,50375.31,116529,1510804
Bahamas,BHS,1986,,,,47787.12,119574,1411795
Bahamas,BHS,1987,,,,49104.31,124679,1422796
Bahamas,BHS,1988,,,,55541.77,129905,1540140
Bahamas,BHS,1989,,,,58376.72,136121,1947177
Bahamas,BHS,1990,,,,59664.77,141460,1950844
Bahamas,BHS,1991,,,,58151.97,145567,1782162
Bahamas,BHS,1992,,,,56197.73,148491,1793163
Bahamas,BHS,1993,,,,52418.21,151936,1701488
Bahamas,BHS,1994,,,,56404.19,156015,1686820
Bahamas,BHS,1995,,,,68186.04999999999,160252,1683153
Bahamas,BHS,1996,,,,75608.37999999999,164748,1668485
Bahamas,BHS,1997,,,,73952.05,166832,1364124
Bahamas,BHS,1998,,,,92487.57,168870,1679486
Bahamas,BHS,1999,,,,79980,171277,1675819
Bahamas,BHS,2000,,,,80036.11,174776,1668485
Bahamas,BHS,2001,,,,78691.95000000001,179165,1569476
Bahamas,BHS,2002,,,,80708.5,182339,1576810
Bahamas,BHS,2003,,,,88399.91,186350,1518138
Bahamas,BHS,2004,,,,92533.45,191765,1723490
Bahamas,BHS,2005,,,,94857.83,196505,1741825
Bahamas,BHS,2006,,,,100707.22,201000,1664818
Bahamas,BHS,2007,,,,106165.7,206223,1690487
Bahamas,BHS,2008,,,,111980.68000000001,211842,1496136
Bahamas,BHS,2009,,,,119508.72,216937,1642816
Bahamas,BHS,2010,,,,128360.15000000001,222181,1653817
Bahamas,BHS,2011,,,,129643.75150000001,224402.81,1866503
Bahamas,BHS,2012,,,,130927.35300000002,226624.62,1969179
Bahamas,BHS,2013,,,,,,2801588
Bahamas,BHS,2014,,,,,,2416553
Bahrain,BHR,1960,,,,,,575719
Bahrain,BHR,1961,,,,,,1771161
Bahrain,BHR,1962,,,,,,1591478
Bahrain,BHR,1963,,,,,,1195442
Bahrain,BHR,1964,,,,,,1598812
Bahrain,BHR,1965,,,,,,1228445
Bahrain,BHR,1966,,,,,,649059
Bahrain,BHR,1967,,,,,,1004758
Bahrain,BHR,1968,,,,,,1103767
Bahrain,BHR,1969,,,,,,1272449
Bahrain,BHR,1970,,,,13417.296,791432,2592569
Bahrain,BHR,1971,,,,13670.659,793261,3039943
Bahrain,BHR,1972,,,,15825.779,815001,3681668
Bahrain,BHR,1973,,,,19375.403,958755,5522502
Bahrain,BHR,1974,,,,21940.591,1071190,5405158
Bahrain,BHR,1975,,,,25789.489,1021280,5753523
Bahrain,BHR,1976,,,,29503.165,1079050,6574931
Bahrain,BHR,1977,,,,34032.11,1207620,7469679
Bahrain,BHR,1978,,,,36891.240000000005,1235000,7766706
Bahrain,BHR,1979,,,,38654.21,1313810,8133406
Bahrain,BHR,1980,,,,39684.03,1324400,7887717
Bahrain,BHR,1981,,,,44998.36,1418340,8525775
Bahrain,BHR,1982,,,,47398.380000000005,1362830,9838561
Bahrain,BHR,1983,,,,52611.34,1366630,8228748
Bahrain,BHR,1984,,,,53302.950000000004,1449780,9207837
Bahrain,BHR,1985,,,,58578.84,1637010,10194260
Bahrain,BHR,1986,,,,68616.02,1610740,11012001
Bahrain,BHR,1987,,,,63192.57000000001,1616340,11430039
Bahrain,BHR,1988,,,,66603.19,1687300,12163439
Bahrain,BHR,1989,,,,69305.15,1760010,11738067
Bahrain,BHR,1990,0,2535700,0,72578.75,1800130,12427463
Bahrain,BHR,1991,,,,71741.75,1641380,11877413
Bahrain,BHR,1992,,,,77037.79000000001,1798600,10901991
Bahrain,BHR,1993,,,,76727.17,1932960,14642331
Bahrain,BHR,1994,,,,77873.23999999999,1938740,14789011
Bahrain,BHR,1995,,,,78214.86,1951660,14818347
Bahrain,BHR,1996,,,,81308.35,2074810,15621420
Bahrain,BHR,1997,,,,81967.1,2184400,17319241
Bahrain,BHR,1998,,,,93190.65000000001,2302050,18404673
Bahrain,BHR,1999,,,,88525.45999999999,2343820,18019638
Bahrain,BHR,2000,0,236100,0,91144.65,2382550,18643028
Bahrain,BHR,2001,,,,93111.59999999999,2457670,13927266
Bahrain,BHR,2002,,,,102033.4,2568280,15698427
Bahrain,BHR,2003,,,,105168.74,2627620,16468497
Bahrain,BHR,2004,,,,108672.98,2690750,17509925
Bahrain,BHR,2005,0,278600,0,116321.92000000001,2779460,19207746
Bahrain,BHR,2006,,,,117136.6,2925180,18830045
Bahrain,BHR,2007,,,,122005.15,3058410,26846107
Bahrain,BHR,2008,0,320900,0,120285.27,3195540,29768706
Bahrain,BHR,2009,,,,121763.66,3239220,28217565
Bahrain,BHR,2010,0,320000,0,128683.48,3312280,29266327
Bahrain,BHR,2011,,,,129970.31480000001,3345402.8,28650271
Bahrain,BHR,2012,,,,131257.1496,3378525.6,26673758
Bahrain,BHR,2013,,,,,,31312513
Bahrain,BHR,2014,,,,,,31338182
Bangladesh,BGD,1970,,,,9831836,91304900,
Bangladesh,BGD,1971,,,,9460425,86454800,
Bangladesh,BGD,1972,,,,9934415,88057200,3509319
Bangladesh,BGD,1973,,,,10077418,88622800,4554414
Bangladesh,BGD,1974,,,,9780097,87762200,4660757
Bangladesh,BGD,1975,,,,10568644,90812200,4869776
Bangladesh,BGD,1976,,,,10897120,88206100,5570173
Bangladesh,BGD,1977,,,,11443960,88930300,5812195
Bangladesh,BGD,1978,,,,12137864,91214200,6017547
Bangladesh,BGD,1979,,,,12648403,92273500,6648271
Bangladesh,BGD,1980,,,,11498861,87058400,7638361
Bangladesh,BGD,1981,,,,11457848,88085000,7931721
Bangladesh,BGD,1982,,,,12030449,88597900,8599115
Bangladesh,BGD,1983,,,,12423653,83607600,8236082
Bangladesh,BGD,1984,,,,13083116,86141600,9123496
Bangladesh,BGD,1985,,,,13132158,87075000,10234597
Bangladesh,BGD,1986,,,,13727823,88140600,11463042
Bangladesh,BGD,1987,,,,14221436,86484100,11862745
Bangladesh,BGD,1988,,,,15066341,86033600,13545898
Bangladesh,BGD,1989,,,,16166748,87640100,13454223
Bangladesh,BGD,1990,0,0,0,16201406,87092700,15533412
Bangladesh,BGD,1991,,,,18157723,85947700,15940449
Bangladesh,BGD,1992,,,,18749854,86069700,17748280
Bangladesh,BGD,1993,,,,19595286,84822600,17407249
Bangladesh,BGD,1994,,,,20548319,84986000,18969391
Bangladesh,BGD,1995,,,,21457239,85432800,22816074
Bangladesh,BGD,1996,,,,22369104,86646300,24029851
Bangladesh,BGD,1997,,,,21076621,87234000,25063945
Bangladesh,BGD,1998,,,,21381506,85824800,24048186
Bangladesh,BGD,1999,,,,21080000,89556100,25236294
Bangladesh,BGD,2000,0,0,0,20770000,89247200,27869200
Bangladesh,BGD,2001,,,,20473888,90645800,32456617
Bangladesh,BGD,2002,,,,20375773,92039300,33707064
Bangladesh,BGD,2003,,,,20732800,92994300,35672576
Bangladesh,BGD,2004,,,,21193956,91778300,37704094
Bangladesh,BGD,2005,0,0,0,21436934,94197900,39478922
Bangladesh,BGD,2006,,,,21631304,95019600,43541958
Bangladesh,BGD,2007,,,,21976055,96499600,44381701
Bangladesh,BGD,2008,0,0,0,22298703,97832100,49511834
Bangladesh,BGD,2009,,,,24422110,99687700,53736218
Bangladesh,BGD,2010,0,0,0,26159629,103080000,59937115
Bangladesh,BGD,2011,,,,26421225.29,104110800,63413431
Bangladesh,BGD,2012,,,,26682821.58,105141600,67505803
Bangladesh,BGD,2013,,,,,,69709670
Bangladesh,BGD,2014,,,,,,73189653
Barbados,BRB,1960,,,,,,172349
Barbados,BRB,1961,,,,,,194351
Barbados,BRB,1962,,,,,,260357.00000000003
Barbados,BRB,1963,,,,,,190684
Barbados,BRB,1964,,,,,,179683
Barbados,BRB,1965,,,,,,205352
Barbados,BRB,1966,,,,,,267691
Barbados,BRB,1967,,,,,,337364
Barbados,BRB,1968,,,,,,440040
Barbados,BRB,1969,,,,,,480377
Barbados,BRB,1970,,,,62864.28,100037,429039
Barbados,BRB,1971,,,,56999.7,99623.5,484044
Barbados,BRB,1972,,,,59262.39000000001,99396.7,502379
Barbados,BRB,1973,,,,58813.82,103435,480377
Barbados,BRB,1974,,,,52228.18,101210,491378
Barbados,BRB,1975,,,,51035.61,94544.2,568385
Barbados,BRB,1976,,,,53377.97,94725.6,531715
Barbados,BRB,1977,,,,51975.22,98151.2,590387
Barbados,BRB,1978,,,,58381.06,98343.1,630724
Barbados,BRB,1979,,,,56070.32,100320,601388
Barbados,BRB,1980,,,,60371.26,105248,674728
Barbados,BRB,1981,,,,61775.869999999995,103297,685729
Barbados,BRB,1982,,,,62513.36,101422,645392
Barbados,BRB,1983,,,,61313.04,103253,685729
Barbados,BRB,1984,,,,62813.44,106172,748068
Barbados,BRB,1985,,,,59370.27,104420,847077
Barbados,BRB,1986,,,,61870.420000000006,107973,916750
Barbados,BRB,1987,,,,69520.91,109174,942419
Barbados,BRB,1988,,,,68469.08,114185,946086
Barbados,BRB,1989,,,,70663.88,123467,990090
Barbados,BRB,1990,,,,69948.09,128619,1074431
Barbados,BRB,1991,,,,71153.37,126948,1206443
Barbados,BRB,1992,,,,70432,125880,979089
Barbados,BRB,1993,,,,65256.86,123372,1114768
Barbados,BRB,1994,,,,65294.37,123580,748068
Barbados,BRB,1995,,,,66470.20000000001,123837,828742
Barbados,BRB,1996,,,,66727.18999999999,124024,850744
Barbados,BRB,1997,,,,65578.32999999999,111406,902082
Barbados,BRB,1998,,,,66806.86,113956,1140437
Barbados,BRB,1999,,,,68029.5,117105,1210110
Barbados,BRB,2000,,,,69436.28,121071,1188108
Barbados,BRB,2001,,,,61677.29,106719,1221111
Barbados,BRB,2002,,,,54753.75,105882,1228445
Barbados,BRB,2003,,,,53940,104898,1268782
Barbados,BRB,2004,,,,55036.47,99503.1,1294451
Barbados,BRB,2005,,,,55653.68,103249,1353123
Barbados,BRB,2006,,,,55062.82,101042,1371458
Barbados,BRB,2007,,,,56155.57,103080,1364124
Barbados,BRB,2008,,,,57073.17,103598,1620814
Barbados,BRB,2009,,,,56247.329999999994,105803,1617147
Barbados,BRB,2010,,,,57528.25,107243,1477801
Barbados,BRB,2011,,,,58103.5325,108315.43000000001,1529139
Barbados,BRB,2012,,,,58678.815,109387.86,1470467
Barbados,BRB,2013,,,,,,1448465
Barbados,BRB,2014,,,,,,1272449
Belarus,BLR,1970,,,,15590179,12125100,
Belarus,BLR,1971,,,,16272520,12728700,
Belarus,BLR,1972,,,,16902967,13175800,
Belarus,BLR,1973,,,,17740587,13543100,
Belarus,BLR,1974,,,,18556352,14010500,
Belarus,BLR,1975,,,,19236368,14487200,
Belarus,BLR,1976,,,,19320068,14658300,
Belarus,BLR,1977,,,,19438581,14830000,
Belarus,BLR,1978,,,,19512051,15174500,
Belarus,BLR,1979,,,,19517414,15383000,
Belarus,BLR,1980,,,,19643863,15567100,
Belarus,BLR,1981,,,,19263803,15714100,
Belarus,BLR,1982,,,,19126473,16014300,
Belarus,BLR,1983,,,,20024915,16387000,
Belarus,BLR,1984,,,,19849114,16759599.999999998,
Belarus,BLR,1985,,,,20044817,17136200,
Belarus,BLR,1986,,,,20040849,17390500,
Belarus,BLR,1987,,,,20160602,17804600,
Belarus,BLR,1988,,,,19821183,17726200,
Belarus,BLR,1989,,,,18745173,18093600,
Belarus,BLR,1990,0,2600,0,20146869,18649300,
Belarus,BLR,1991,,,,18088934,18044200,
Belarus,BLR,1992,,,,16006912,17377900,87417613
Belarus,BLR,1993,,,,14532893,16563099.999999998,76768645
Belarus,BLR,1994,,,,13130236,15777400,65056247
Belarus,BLR,1995,,,,13113961,14837100,60773191
Belarus,BLR,1996,,,,13264590,14268200,60164469
Belarus,BLR,1997,,,,13238395,13965100,59555747
Belarus,BLR,1998,,,,12710000,14006700,58099948
Belarus,BLR,1999,,,,12090000,13819600,56112434
Belarus,BLR,2000,0,23900,107700,11470000,13322300,53787556
Belarus,BLR,2001,,,,10949324,13379900,52760796
Belarus,BLR,2002,,,,11379325,13442400,52405097
Belarus,BLR,2003,,,,10967552,13221300,53530866
Belarus,BLR,2004,,,,11507634,13458600,58158620
Belarus,BLR,2005,0,23400,440200,11862646,14045800,59167045
